date,tournament,status,home_team,away_team,home_score,away_score,odds_1,odds_x,odds_2
16 Apr 2017,Superettan 2017,Finished,Norrby,Trelleborg,1,1,3.10,3.50,2.40
16 Apr 2017,Superettan 2017,Finished,Dalkurd,Varberg,0,0,1.61,4.33,6.00
14 Apr 2017,Superettan 2017,Finished,Orgryte,Atvidaberg,2,1,1.95,4.00,4.00
10 Apr 2017,Superettan 2017,Finished,Atvidaberg,Frej,1,2,2.10,3.88,4.20
10 Apr 2017,Superettan 2017,Finished,Oster,Syrianska,2,1,2.00,3.72,4.28
09 Apr 2017,Superettan 2017,Finished,Trelleborg,Falkenberg,2,2,1.78,4.18,5.25
09 Apr 2017,Superettan 2017,Finished,Varberg,Helsingborg,3,3,2.74,3.30,2.82
08 Apr 2017,Superettan 2017,Finished,Brommapojkarna,Orgryte,3,0,1.71,4.12,5.10
08 Apr 2017,Superettan 2017,Finished,GAIS,Dalkurd,0,1,3.10,3.54,2.47
08 Apr 2017,Superettan 2017,Finished,Degerfors,Norrby,2,0,2.02,3.64,3.90
07 Apr 2017,Superettan 2017,Finished,Gefle,Varnamo,2,5,2.26,3.60,3.30
03 Apr 2017,Superettan 2017,Finished,Orgryte,Varberg,2,1,2.48,3.48,3.10
02 Apr 2017,Superettan 2017,Finished,Varnamo,Atvidaberg,4,0,2.40,3.34,3.28
02 Apr 2017,Superettan 2017,Finished,Frej,Gefle,2,2,2.70,3.40,2.91
02 Apr 2017,Superettan 2017,Finished,Norrby,GAIS,0,0,3.75,3.40,2.22
02 Apr 2017,Superettan 2017,Finished,Syrianska,Degerfors,2,3,1.81,3.94,5.50
02 Apr 2017,Superettan 2017,Finished,Falkenberg,Oster,0,2,3.10,3.30,2.56
01 Apr 2017,Superettan 2017,Finished,Dalkurd,Brommapojkarna,0,0,1.85,4.06,4.40
01 Apr 2017,Superettan 2017,Finished,Helsingborg,Trelleborg,1,0,1.92,3.74,4.26
20 Nov 2016 - Promotion,Superettan 2016,Finished,Helsingborg,Halmstad,1,2,1.72,3.86,5.50
18 Nov 2016 - Promotion,Superettan 2016,Finished,Halmstad,Helsingborg,1,1,3.24,3.30,2.41
17 Nov 2016 - Relegation,Superettan 2016,Finished,Syrianska,Vasalund,3,1,1.41,5.35,7.80
13 Nov 2016 - Relegation,Superettan 2016,Finished,Vasalund,Syrianska,0,2,3.50,3.60,1.95
13 Nov 2016 - Relegation,Superettan 2016,Finished,Assyriska FF,Norrby,2,2,1.77,3.94,5.00
10 Nov 2016 - Relegation,Superettan 2016,Finished,Norrby,Assyriska FF,2,0,3.13,3.40,2.52
05 Nov 2016,Superettan 2016,Finished,Halmstad,AFC Eskilstuna,0,2,1.75,4.20,4.50
05 Nov 2016,Superettan 2016,,,,-1,-1,,,
05 Nov 2016,Superettan 2016,Finished,Atvidaberg,Angelholm,4,1,1.41,5.20,8.00
05 Nov 2016,Superettan 2016,Finished,Orgryte,Assyriska FF,3,2,3.70,3.75,2.09
05 Nov 2016,Superettan 2016,Finished,Dalkurd,Sirius,2,1,2.80,3.50,2.67
05 Nov 2016,Superettan 2016,Finished,Frej,Degerfors,2,0,2.03,3.92,3.62
05 Nov 2016,Superettan 2016,Finished,Syrianska,GAIS,1,0,1.62,4.00,6.75
05 Nov 2016,Superettan 2016,Finished,Ljungskile,Trelleborg,1,3,1.70,4.20,4.80
05 Nov 2016,Superettan 2016,Finished,Varnamo,Varberg,5,0,2.10,3.60,3.78
01 Nov 2016,Superettan 2016,Finished,Sirius,Frej,1,1,1.22,7.00,15.50
30 Oct 2016,Superettan 2016,Finished,Angelholm,Orgryte,0,1,3.78,3.75,2.10
30 Oct 2016,Superettan 2016,Finished,Assyriska FF,Varnamo,1,0,1.73,4.20,5.00
30 Oct 2016,Superettan 2016,Finished,Trelleborg,Halmstad,0,2,3.96,4.00,1.91
30 Oct 2016,Superettan 2016,Finished,GAIS,Dalkurd,0,1,4.02,3.68,2.05
29 Oct 2016,Superettan 2016,Finished,AFC Eskilstuna,Atvidaberg,3,0,1.36,5.10,9.40
29 Oct 2016,Superettan 2016,Finished,Varberg,Ljungskile,2,1,3.10,3.45,2.48
29 Oct 2016,Superettan 2016,Finished,Degerfors,Syrianska,3,3,2.70,3.50,2.81
25 Oct 2016,Superettan 2016,Finished,Orgryte,Frej,2,1,1.66,4.00,6.00
24 Oct 2016,Superettan 2016,Finished,Atvidaberg,GAIS,4,2,2.17,3.74,3.50
24 Oct 2016,Superettan 2016,Finished,Halmstad,Sirius,0,1,3.05,3.44,2.50
23 Oct 2016,Superettan 2016,Finished,Angelholm,AFC Eskilstuna,1,2,6.00,4.32,1.67
23 Oct 2016,Superettan 2016,Finished,Trelleborg,Varberg,0,1,2.18,3.54,3.60
23 Oct 2016,Superettan 2016,Finished,Ljungskile,Degerfors,2,4,1.76,3.90,5.10
23 Oct 2016,Superettan 2016,Finished,Syrianska,Varnamo,1,1,1.95,3.60,4.33
22 Oct 2016,Superettan 2016,Finished,Dalkurd,Assyriska FF,1,1,1.70,3.85,5.30
17 Oct 2016,Superettan 2016,Finished,Sirius,Orgryte,4,1,1.31,5.90,11.50
16 Oct 2016,Superettan 2016,Finished,Assyriska FF,Trelleborg,4,3,2.08,3.45,3.96
16 Oct 2016,Superettan 2016,Finished,Varnamo,Atvidaberg,1,3,1.99,3.58,4.10
16 Oct 2016,Superettan 2016,Finished,Frej,Ljungskile,1,4,2.56,3.50,3.00
16 Oct 2016,Superettan 2016,Finished,AFC Eskilstuna,Syrianska,0,0,1.82,3.80,5.25
15 Oct 2016,Superettan 2016,Finished,Varberg,Angelholm,1,1,1.62,4.34,6.50
15 Oct 2016,Superettan 2016,Finished,Degerfors,Dalkurd,0,0,4.50,3.75,1.89
14 Oct 2016,Superettan 2016,Finished,GAIS,Halmstad,2,1,3.32,3.50,2.27
04 Oct 2016,Superettan 2016,Finished,Varberg,Assyriska FF,4,0,2.33,3.40,3.25
03 Oct 2016,Superettan 2016,Finished,Orgryte,AFC Eskilstuna,0,3,3.22,3.36,2.50
03 Oct 2016,Superettan 2016,Finished,Angelholm,Frej,0,0,2.71,3.64,2.70
03 Oct 2016,Superettan 2016,Finished,Degerfors,GAIS,1,0,2.93,3.45,2.59
02 Oct 2016,Superettan 2016,Finished,Trelleborg,Sirius,0,2,4.24,3.80,1.91
02 Oct 2016,Superettan 2016,Finished,Syrianska,Halmstad,1,1,3.15,3.30,2.47
02 Oct 2016,Superettan 2016,Finished,Ljungskile,Varnamo,2,0,1.90,3.60,4.04
01 Oct 2016,Superettan 2016,Finished,Atvidaberg,Dalkurd,1,2,4.20,3.68,2.00
27 Sep 2016,Superettan 2016,Finished,AFC Eskilstuna,Degerfors,5,1,1.73,3.90,5.10
27 Sep 2016,Superettan 2016,Finished,Dalkurd,Orgryte,2,0,1.52,4.50,8.00
27 Sep 2016,Superettan 2016,Finished,Varnamo,Trelleborg,1,2,2.22,3.40,3.64
26 Sep 2016,Superettan 2016,Finished,Sirius,Atvidaberg,3,3,1.29,6.30,11.00
26 Sep 2016,Superettan 2016,Finished,Syrianska,Angelholm,1,0,1.73,3.90,5.30
26 Sep 2016,Superettan 2016,Finished,Frej,Varberg,2,0,2.72,3.40,2.76
25 Sep 2016,Superettan 2016,Finished,Halmstad,Assyriska FF,2,2,1.55,4.64,7.15
25 Sep 2016,Superettan 2016,Finished,GAIS,Ljungskile,0,3,1.68,4.20,5.45
23 Sep 2016,Superettan 2016,Finished,Orgryte,Trelleborg,3,0,1.90,3.82,4.50
22 Sep 2016,Superettan 2016,Finished,Atvidaberg,Syrianska,2,1,2.11,3.75,3.75
22 Sep 2016,Superettan 2016,Finished,Degerfors,Halmstad,0,2,3.72,3.60,2.15
21 Sep 2016,Superettan 2016,Finished,Assyriska FF,Ljungskile,1,1,2.02,3.62,3.96
21 Sep 2016,Superettan 2016,Finished,Varberg,Dalkurd,3,2,3.30,3.40,2.38
21 Sep 2016,Superettan 2016,Finished,Varnamo,Frej,1,1,1.90,3.82,4.50
20 Sep 2016,Superettan 2016,Finished,AFC Eskilstuna,Sirius,1,0,3.42,3.55,2.32
20 Sep 2016,Superettan 2016,Finished,Angelholm,GAIS,1,5,2.88,3.50,2.57
19 Sep 2016,Superettan 2016,Finished,Halmstad,Orgryte,2,0,1.64,4.14,6.00
18 Sep 2016,Superettan 2016,Finished,Assyriska FF,Frej,0,0,2.02,3.66,3.92
18 Sep 2016,Superettan 2016,Finished,Trelleborg,Degerfors,0,0,1.75,4.00,5.45
17 Sep 2016,Superettan 2016,Finished,Ljungskile,Syrianska,1,2,2.22,3.50,3.48
17 Sep 2016,Superettan 2016,Finished,GAIS,AFC Eskilstuna,1,1,2.40,3.64,3.06
16 Sep 2016,Superettan 2016,Finished,Dalkurd,Angelholm,1,1,1.42,5.20,10.00
16 Sep 2016,Superettan 2016,Finished,Atvidaberg,Varberg,0,1,2.36,3.60,3.11
16 Sep 2016,Superettan 2016,Finished,Sirius,Varnamo,2,0,1.40,5.00,9.70
12 Sep 2016,Superettan 2016,Finished,Orgryte,Varnamo,2,2,1.97,3.72,4.06
11 Sep 2016,Superettan 2016,Finished,Angelholm,Ljungskile,1,1,2.70,3.45,2.70
11 Sep 2016,Superettan 2016,Finished,Syrianska,Sirius,0,2,5.50,3.94,1.76
11 Sep 2016,Superettan 2016,Finished,AFC Eskilstuna,Assyriska FF,0,0,1.61,4.35,6.35
11 Sep 2016,Superettan 2016,Finished,Halmstad,Atvidaberg,2,2,1.52,4.54,7.20
10 Sep 2016,Superettan 2016,Finished,Frej,Dalkurd,2,1,4.50,3.64,1.89
10 Sep 2016,Superettan 2016,Finished,Degerfors,Varberg,0,2,2.31,3.45,3.40
09 Sep 2016,Superettan 2016,Finished,GAIS,Trelleborg,3,3,2.00,3.60,4.26
31 Aug 2016,Superettan 2016,Finished,Varberg,Orgryte,1,0,2.75,3.45,2.75
30 Aug 2016,Superettan 2016,Finished,Trelleborg,Frej,4,1,2.05,3.55,4.02
29 Aug 2016,Superettan 2016,Finished,Ljungskile,AFC Eskilstuna,1,2,2.97,3.50,2.50
29 Aug 2016,Superettan 2016,Finished,Sirius,GAIS,0,0,1.60,4.20,5.85
29 Aug 2016,Superettan 2016,Finished,Varnamo,Halmstad,1,1,3.14,3.48,2.38
28 Aug 2016,Superettan 2016,Finished,Assyriska FF,Angelholm,2,2,2.01,3.70,3.95
28 Aug 2016,Superettan 2016,Finished,Atvidaberg,Degerfors,3,2,2.12,3.74,3.80
27 Aug 2016,Superettan 2016,Finished,Dalkurd,Syrianska,2,1,1.45,4.70,8.30
22 Aug 2016,Superettan 2016,Finished,Halmstad,Varberg,3,0,1.83,3.55,5.10
22 Aug 2016,Superettan 2016,Finished,Orgryte,Ljungskile,3,1,1.99,3.76,3.88
21 Aug 2016,Superettan 2016,Finished,Syrianska,Assyriska FF,1,0,2.51,3.35,3.05
21 Aug 2016,Superettan 2016,Finished,GAIS,Varnamo,3,1,2.17,3.56,3.58
20 Aug 2016,Superettan 2016,Finished,Angelholm,Trelleborg,1,1,2.83,3.35,2.75
20 Aug 2016,Superettan 2016,Finished,Frej,Atvidaberg,2,1,2.23,3.50,3.75
20 Aug 2016,Superettan 2016,Finished,Degerfors,Sirius,1,0,4.75,4.00,1.78
19 Aug 2016,Superettan 2016,Finished,AFC Eskilstuna,Dalkurd,0,0,3.00,3.54,2.60
16 Aug 2016,Superettan 2016,Finished,Orgryte,GAIS,0,0,2.32,3.54,3.40
15 Aug 2016,Superettan 2016,Finished,Varnamo,Angelholm,1,1,1.76,3.80,5.40
15 Aug 2016,Superettan 2016,Finished,Trelleborg,Atvidaberg,5,2,1.99,3.74,4.26
14 Aug 2016,Superettan 2016,Finished,Frej,AFC Eskilstuna,1,0,3.01,3.50,2.51
14 Aug 2016,Superettan 2016,Finished,Assyriska FF,Degerfors,0,1,2.10,3.70,3.72
14 Aug 2016,Superettan 2016,Finished,Dalkurd,Halmstad,1,0,1.76,4.00,5.00
13 Aug 2016,Superettan 2016,Finished,Ljungskile,Sirius,0,2,3.65,3.86,2.05
11 Aug 2016,Superettan 2016,Finished,Varberg,Syrianska,0,2,1.75,3.86,5.25
08 Aug 2016,Superettan 2016,Finished,Atvidaberg,Orgryte,3,1,2.63,3.50,2.91
08 Aug 2016,Superettan 2016,Finished,Halmstad,Frej,1,0,1.60,4.44,5.95
07 Aug 2016,Superettan 2016,Finished,AFC Eskilstuna,Varnamo,5,0,2.14,3.60,3.85
07 Aug 2016,Superettan 2016,Finished,Syrianska,Trelleborg,0,0,2.01,3.55,4.08
06 Aug 2016,Superettan 2016,Finished,GAIS,Assyriska FF,4,0,2.00,3.74,3.92
06 Aug 2016,Superettan 2016,Finished,Degerfors,Angelholm,2,1,1.76,3.90,5.25
06 Aug 2016,Superettan 2016,Finished,Sirius,Varberg,2,0,1.57,4.40,7.25
05 Aug 2016,Superettan 2016,Finished,Dalkurd,Ljungskile,4,1,1.70,3.96,5.55
02 Aug 2016,Superettan 2016,Finished,Orgryte,Atvidaberg,3,3,1.65,4.30,5.75
01 Aug 2016,Superettan 2016,Finished,Varnamo,Degerfors,1,1,1.70,4.14,5.00
31 Jul 2016,Superettan 2016,Finished,Frej,GAIS,1,2,2.44,3.54,3.02
31 Jul 2016,Superettan 2016,Finished,Varberg,AFC Eskilstuna,0,2,2.37,3.44,3.30
30 Jul 2016,Superettan 2016,Finished,Angelholm,Sirius,0,2,8.70,5.45,1.44
30 Jul 2016,Superettan 2016,Finished,Assyriska FF,Atvidaberg,4,0,2.25,3.62,3.40
30 Jul 2016,Superettan 2016,Finished,Trelleborg,Dalkurd,0,0,3.20,3.38,2.42
30 Jul 2016,Superettan 2016,Finished,Ljungskile,Halmstad,0,1,2.52,3.30,3.13
29 Jul 2016,Superettan 2016,Finished,Orgryte,Syrianska,2,0,1.77,3.84,5.05
26 Jul 2016,Superettan 2016,Finished,GAIS,Varberg,4,2,2.75,3.30,2.90
24 Jul 2016,Superettan 2016,Finished,Halmstad,Angelholm,1,0,1.49,4.84,7.45
24 Jul 2016,Superettan 2016,Finished,Sirius,Assyriska FF,5,3,1.37,5.50,9.50
24 Jul 2016,Superettan 2016,Finished,AFC Eskilstuna,Trelleborg,1,2,1.79,4.00,5.50
23 Jul 2016,Superettan 2016,Finished,Dalkurd,Varnamo,0,0,1.86,3.75,4.75
23 Jul 2016,Superettan 2016,Finished,Syrianska,Frej,2,2,1.87,3.60,4.86
23 Jul 2016,Superettan 2016,Finished,Atvidaberg,Ljungskile,3,2,2.05,3.72,3.86
23 Jul 2016,Superettan 2016,Finished,Degerfors,Orgryte,2,3,2.74,3.54,2.66
03 Jul 2016,Superettan 2016,Finished,Assyriska FF,Sirius,1,2,4.24,3.96,2.05
02 Jul 2016,Superettan 2016,Finished,Angelholm,Degerfors,2,1,3.02,3.44,2.49
02 Jul 2016,Superettan 2016,Finished,AFC Eskilstuna,Halmstad,4,1,2.45,3.50,3.60
02 Jul 2016,Superettan 2016,Finished,Varnamo,Dalkurd,1,0,2.90,3.44,2.60
02 Jul 2016,Superettan 2016,Finished,Frej,Syrianska,1,1,2.15,3.64,3.60
02 Jul 2016,Superettan 2016,Finished,Ljungskile,GAIS,1,0,2.47,3.40,3.15
02 Jul 2016,Superettan 2016,Finished,Varberg,Trelleborg,0,0,1.89,3.64,4.40
29 Jun 2016,Superettan 2016,Finished,GAIS,Degerfors,2,2,1.80,3.86,4.76
28 Jun 2016,Superettan 2016,Finished,Ljungskile,Varberg,0,1,2.63,3.25,2.99
26 Jun 2016,Superettan 2016,Finished,Sirius,Angelholm,1,0,1.25,6.25,12.00
26 Jun 2016,Superettan 2016,Finished,Trelleborg,Assyriska FF,2,0,2.50,3.48,3.38
26 Jun 2016,Superettan 2016,Finished,Atvidaberg,Frej,0,1,1.75,4.00,5.10
26 Jun 2016,Superettan 2016,Finished,Syrianska,Orgryte,0,3,2.50,3.40,3.19
26 Jun 2016,Superettan 2016,Finished,Dalkurd,AFC Eskilstuna,1,1,1.87,3.72,5.00
24 Jun 2016,Superettan 2016,Finished,Halmstad,Varnamo,5,2,2.00,3.64,3.86
19 Jun 2016,Superettan 2016,Finished,Assyriska FF,Syrianska,1,1,2.17,3.66,3.32
19 Jun 2016,Superettan 2016,Finished,Sirius,Ljungskile,3,1,1.63,4.15,6.40
18 Jun 2016,Superettan 2016,Finished,Angelholm,Atvidaberg,0,3,2.96,3.50,2.46
18 Jun 2016,Superettan 2016,Finished,Orgryte,Dalkurd,0,1,3.20,3.64,2.45
18 Jun 2016,Superettan 2016,Finished,Degerfors,Trelleborg,2,1,2.40,3.60,3.10
18 Jun 2016,Superettan 2016,Finished,Frej,Halmstad,5,2,3.10,3.58,2.40
18 Jun 2016,Superettan 2016,Finished,Varberg,GAIS,1,0,2.40,3.42,3.30
17 Jun 2016,Superettan 2016,Finished,Varnamo,AFC Eskilstuna,2,0,2.32,3.42,3.20
12 Jun 2016,Superettan 2016,Finished,Trelleborg,Angelholm,2,0,1.65,3.75,6.00
12 Jun 2016,Superettan 2016,Finished,Syrianska,Dalkurd,1,2,3.70,3.68,2.10
12 Jun 2016,Superettan 2016,Finished,Ljungskile,Assyriska FF,1,1,2.12,3.58,3.66
11 Jun 2016,Superettan 2016,Finished,Atvidaberg,Halmstad,1,1,3.00,3.52,2.49
11 Jun 2016,Superettan 2016,Finished,AFC Eskilstuna,Orgryte,2,0,1.85,3.95,4.30
11 Jun 2016,Superettan 2016,Finished,Varberg,Degerfors,2,1,1.87,3.64,4.70
11 Jun 2016,Superettan 2016,Finished,Frej,Varnamo,1,1,3.10,3.40,2.48
11 Jun 2016,Superettan 2016,Finished,GAIS,Sirius,0,0,3.10,3.50,2.30
08 Jun 2016,Superettan 2016,Finished,Varnamo,Orgryte,4,2,2.45,3.60,3.18
06 Jun 2016,Superettan 2016,Finished,Assyriska FF,GAIS,2,2,2.45,3.46,3.32
06 Jun 2016,Superettan 2016,Finished,Halmstad,Syrianska,2,0,1.51,4.34,6.95
04 Jun 2016,Superettan 2016,Finished,Sirius,Trelleborg,2,1,1.37,5.40,8.80
04 Jun 2016,Superettan 2016,Finished,AFC Eskilstuna,Frej,1,0,1.71,4.04,5.75
04 Jun 2016,Superettan 2016,Finished,Angelholm,Varberg,0,2,3.82,3.60,2.16
04 Jun 2016,Superettan 2016,Finished,Dalkurd,Atvidaberg,5,0,1.66,4.00,5.95
04 Jun 2016,Superettan 2016,Finished,Degerfors,Ljungskile,0,0,2.95,3.32,2.61
31 May 2016,Superettan 2016,Finished,Orgryte,Halmstad,1,2,2.33,3.40,3.40
30 May 2016,Superettan 2016,Finished,Atvidaberg,Varnamo,1,0,2.20,3.35,3.42
29 May 2016,Superettan 2016,Finished,Syrianska,AFC Eskilstuna,1,3,2.58,3.50,2.90
29 May 2016,Superettan 2016,Finished,Trelleborg,GAIS,1,1,2.50,3.35,3.20
28 May 2016,Superettan 2016,Finished,Varberg,Sirius,1,0,3.75,3.54,2.14
28 May 2016,Superettan 2016,Finished,Ljungskile,Angelholm,2,2,1.64,4.34,6.00
28 May 2016,Superettan 2016,Finished,Degerfors,Assyriska FF,0,3,2.48,3.45,3.05
28 May 2016,Superettan 2016,Finished,Dalkurd,Frej,2,0,1.51,4.40,7.50
24 May 2016,Superettan 2016,Finished,Halmstad,Dalkurd,0,0,2.30,3.50,3.40
23 May 2016,Superettan 2016,Finished,Atvidaberg,AFC Eskilstuna,4,0,3.14,3.34,2.47
22 May 2016,Superettan 2016,Finished,Assyriska FF,Varberg,1,1,2.46,3.40,3.16
22 May 2016,Superettan 2016,Finished,GAIS,Angelholm,7,0,1.80,3.86,5.00
21 May 2016,Superettan 2016,Finished,Trelleborg,Ljungskile,4,0,2.57,3.34,2.99
21 May 2016,Superettan 2016,Finished,Sirius,Degerfors,6,0,1.42,5.00,8.80
21 May 2016,Superettan 2016,Finished,Frej,Orgryte,2,1,3.60,3.44,2.22
21 May 2016,Superettan 2016,Finished,Varnamo,Syrianska,1,0,2.35,3.54,3.46
17 May 2016,Superettan 2016,Finished,Halmstad,Ljungskile,1,0,2.11,3.48,3.80
15 May 2016,Superettan 2016,Finished,Syrianska,Atvidaberg,2,0,2.02,3.60,4.02
15 May 2016,Superettan 2016,Finished,AFC Eskilstuna,Varberg,1,1,1.95,3.72,4.30
15 May 2016,Superettan 2016,Finished,Frej,Trelleborg,0,2,2.04,3.30,3.55
15 May 2016,Superettan 2016,Finished,Varnamo,GAIS,1,1,2.09,3.58,3.78
15 May 2016,Superettan 2016,Finished,Dalkurd,Degerfors,2,2,1.80,4.05,5.45
15 May 2016,Superettan 2016,Finished,Orgryte,Sirius,1,2,3.10,3.38,2.50
14 May 2016,Superettan 2016,Finished,Angelholm,Assyriska FF,0,3,2.69,3.45,2.90
12 May 2016,Superettan 2016,Finished,Varberg,Halmstad,0,1,2.52,3.40,3.09
11 May 2016,Superettan 2016,Finished,Assyriska FF,AFC Eskilstuna,0,2,2.91,3.44,2.60
11 May 2016,Superettan 2016,Finished,Angelholm,Dalkurd,1,2,3.62,3.54,2.16
11 May 2016,Superettan 2016,Finished,GAIS,Atvidaberg,1,0,2.28,3.60,3.26
11 May 2016,Superettan 2016,Finished,Degerfors,Varnamo,3,1,2.45,3.30,3.06
11 May 2016,Superettan 2016,Finished,Ljungskile,Frej,2,2,2.02,3.62,4.00
11 May 2016,Superettan 2016,Finished,Trelleborg,Orgryte,2,2,3.76,3.56,2.10
11 May 2016,Superettan 2016,Finished,Sirius,Syrianska,3,1,1.60,4.25,6.40
08 May 2016,Superettan 2016,Finished,Varnamo,Assyriska FF,1,0,2.20,3.45,3.75
08 May 2016,Superettan 2016,Finished,Dalkurd,GAIS,2,2,1.72,3.80,6.50
08 May 2016,Superettan 2016,Finished,Syrianska,Ljungskile,1,0,1.99,3.54,4.28
07 May 2016,Superettan 2016,Finished,AFC Eskilstuna,Angelholm,3,2,1.69,3.92,6.50
07 May 2016,Superettan 2016,Finished,Frej,Sirius,2,2,5.50,3.98,1.71
07 May 2016,Superettan 2016,Finished,Atvidaberg,Trelleborg,2,0,2.17,3.46,3.75
07 May 2016,Superettan 2016,Finished,Halmstad,Degerfors,0,1,1.55,4.50,6.65
05 May 2016,Superettan 2016,Finished,Orgryte,Varberg,3,0,2.15,3.35,3.95
02 May 2016,Superettan 2016,Finished,Sirius,AFC Eskilstuna,0,0,1.65,4.15,6.00
02 May 2016,Superettan 2016,Finished,Trelleborg,Syrianska,0,0,2.90,3.30,2.70
01 May 2016,Superettan 2016,Finished,Angelholm,Varnamo,0,4,3.00,3.34,2.70
01 May 2016,Superettan 2016,Finished,Assyriska FF,Halmstad,0,2,3.34,3.42,2.32
01 May 2016,Superettan 2016,Finished,Ljungskile,Dalkurd,1,0,3.13,3.20,2.61
30 Apr 2016,Superettan 2016,Finished,Varberg,Frej,2,2,1.71,3.84,5.70
30 Apr 2016,Superettan 2016,Finished,Degerfors,Atvidaberg,0,3,2.45,3.50,3.25
30 Apr 2016,Superettan 2016,Finished,GAIS,Orgryte,0,0,3.10,3.25,2.66
26 Apr 2016,Superettan 2016,Finished,Orgryte,Degerfors,3,1,1.82,3.94,5.35
24 Apr 2016,Superettan 2016,Finished,Atvidaberg,Assyriska FF,2,1,2.74,3.46,2.71
24 Apr 2016,Superettan 2016,Finished,Varnamo,Sirius,0,0,4.28,3.50,1.95
24 Apr 2016,Superettan 2016,Finished,Syrianska,Varberg,0,2,2.25,3.35,3.60
24 Apr 2016,Superettan 2016,Finished,Dalkurd,Trelleborg,1,0,1.67,3.95,6.00
23 Apr 2016,Superettan 2016,Finished,Frej,Angelholm,1,2,2.21,3.45,3.80
23 Apr 2016,Superettan 2016,Finished,AFC Eskilstuna,Ljungskile,1,0,2.20,3.45,3.35
23 Apr 2016,Superettan 2016,Finished,Halmstad,GAIS,2,0,1.74,4.00,5.00
19 Apr 2016,Superettan 2016,Finished,Sirius,Dalkurd,1,2,1.54,4.50,6.50
18 Apr 2016,Superettan 2016,Finished,Trelleborg,AFC Eskilstuna,1,0,2.60,3.35,3.80
17 Apr 2016,Superettan 2016,Finished,Assyriska FF,Orgryte,0,1,2.60,3.35,3.13
17 Apr 2016,Superettan 2016,Finished,Ljungskile,Atvidaberg,2,2,1.71,3.75,6.40
17 Apr 2016,Superettan 2016,Finished,Angelholm,Halmstad,0,1,4.90,3.65,1.85
16 Apr 2016,Superettan 2016,Finished,Degerfors,Frej,2,2,2.25,3.60,3.45
16 Apr 2016,Superettan 2016,Finished,GAIS,Syrianska,1,1,2.60,3.35,2.98
16 Apr 2016,Superettan 2016,Finished,Varberg,Varnamo,0,2,1.87,3.60,4.75
12 Apr 2016,Superettan 2016,Finished,Orgryte,Angelholm,0,1,1.61,4.25,6.00
10 Apr 2016,Superettan 2016,Finished,Syrianska,Degerfors,1,1,1.79,3.80,5.00
10 Apr 2016,Superettan 2016,Finished,Atvidaberg,Sirius,0,3,4.45,3.75,1.91
10 Apr 2016,Superettan 2016,Finished,Varnamo,Ljungskile,0,2,2.66,3.45,2.85
09 Apr 2016,Superettan 2016,Finished,AFC Eskilstuna,GAIS,3,0,1.84,3.70,5.00
09 Apr 2016,Superettan 2016,Finished,Frej,Assyriska FF,2,1,2.94,3.45,2.60
09 Apr 2016,Superettan 2016,Finished,Dalkurd,Varberg,1,1,2.10,3.40,3.80
09 Apr 2016,Superettan 2016,Finished,Halmstad,Trelleborg,3,0,1.65,4.20,6.00
04 Apr 2016,Superettan 2016,Finished,Sirius,Halmstad,2,1,1.91,3.75,4.55
04 Apr 2016,Superettan 2016,Finished,Trelleborg,Varnamo,0,0,2.27,3.60,3.50
03 Apr 2016,Superettan 2016,Finished,Assyriska FF,Dalkurd,2,1,2.75,3.30,2.81
03 Apr 2016,Superettan 2016,Finished,Angelholm,Syrianska,1,0,3.65,3.40,2.22
03 Apr 2016,Superettan 2016,Finished,Ljungskile,Orgryte,1,1,2.32,3.40,3.45
03 Apr 2016,Superettan 2016,Finished,Degerfors,AFC Eskilstuna,0,2,2.28,3.60,3.40
02 Apr 2016,Superettan 2016,Finished,GAIS,Frej,2,0,1.85,3.90,5.20
02 Apr 2016,Superettan 2016,Finished,Varberg,Atvidaberg,2,1,1.94,3.60,4.50
08 Nov 2015 - Promotion,Superettan 2015,Finished,Falkenberg,Sirius,1,1,2.51,3.65,2.85
08 Nov 2015 - Relegation,Superettan 2015,Finished,Frej,Akropolis,1,0,1.91,3.60,5.00
08 Nov 2015 - Relegation,Superettan 2015,After ET,Mjallby,Orgryte,1,1,2.62,3.40,2.88
06 Nov 2015 - Relegation,Superettan 2015,Finished,Akropolis,Frej,0,1,3.03,3.60,2.45
06 Nov 2015 - Relegation,Superettan 2015,Finished,Orgryte,Mjallby,1,0,2.32,3.55,3.50
05 Nov 2015 - Promotion,Superettan 2015,Finished,Sirius,Falkenberg,2,2,1.93,3.80,4.90
01 Nov 2015,Superettan 2015,Finished,AFC Eskilstuna,Syrianska,2,3,2.63,3.55,3.55
01 Nov 2015,Superettan 2015,Finished,Varberg,Angelholm,1,0,1.67,4.25,6.50
01 Nov 2015,Superettan 2015,Finished,Assyriska FF,Degerfors,2,1,1.83,4.00,4.45
01 Nov 2015,Superettan 2015,Finished,Mjallby,Brommapojkarna,2,1,1.90,3.90,4.15
01 Nov 2015,Superettan 2015,Finished,Frej,Varnamo,1,0,1.92,3.85,4.20
01 Nov 2015,Superettan 2015,,,,-1,-1,,,
01 Nov 2015,Superettan 2015,Finished,GAIS,Sirius,2,3,3.60,3.60,2.30
01 Nov 2015,Superettan 2015,Finished,Jonkoping,Utsikten,5,2,1.45,5.50,8.50
01 Nov 2015,Superettan 2015,Finished,Ostersund,Ljungskile,2,0,1.53,4.55,7.50
